Финансирование,Результативность НИР,Квалификация исполнителей,Новизна результатов,Готовность результатов,Новые дисциплины,Учебная продукция
41098.351,358.745,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
23475.144,203.618,3,1,Малая,Технические,Лабораторное оборудование
25292.34,100.0,1,1,Отсутствует,Технические,Литература
26234.914,206.711,3,2,Малая,Технические,Лабораторное оборудование
58927.231,396.175,4,3,Частичная,Гуманитарные,Литература и оборудование
63509.273,315.469,3,2,Частичная,Технические,Лабораторное оборудование
36550.503,335.133,2,3,Малая,Гуманитарные,Лабораторное оборудование
31333.293,400.511,4,3,Частичная,Гуманитарные,Лабораторное оборудование
49940.516,420.392,3,2,Частичная,Технические,Литература
50075.442,457.364,4,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
